threshold,sef_value,test_type,sensitivity_index
0,1.35214587370296,outlier_removal,0.00770190707711428
0.05,1.3732175151879,outlier_removal,0.00770190707711428
0.1,1.3732175151879,outlier_removal,0.00770190707711428
0.2,1.3732175151879,outlier_removal,0.00770190707711428
0,1.35214587370296,noise_addition,0.00327675552513885
0.01,1.35237316171278,noise_addition,0.00327675552513885
0.05,1.35050548334738,noise_addition,0.00327675552513885
0.1,1.34244697813564,noise_addition,0.00327675552513885
0.2,1.3454678746788,noise_addition,0.00327675552513885
